Date,Time,Home (kW),Powerwall (kW),Solar (kW),Grid (kW),Energy Remaining (%)
8/1/2024,18:05,11.6,10.7,0.4,0.5,26
8/1/2024,18:10,9.4,9,0.4,0,26
8/1/2024,18:15,7.1,6.5,0.5,0,20
8/1/2024,18:20,6.3,5.9,0.3,0,20
8/1/2024,18:25,6.3,6.1,0.1,0,20
8/1/2024,18:30,6.3,6.2,0.1,0,16
8/1/2024,18:35,6.5,6.4,0.1,0,16
8/1/2024,18:40,8.4,1.6,0,6.7,16
8/1/2024,18:45,7,0,0,6.9,15
8/1/2024,18:50,6.2,0,0,6.2,15
8/1/2024,18:55,7.1,0,0,7,15
8/1/2024,19:00,6.8,0,0,6.8,15
8/1/2024,19:05,6.8,0,0,6.8,15
8/1/2024,19:10,6.5,0,0,6.5,15
8/1/2024,19:15,7.2,0,0,7.2,15
8/1/2024,19:20,6.9,0,0,6.9,15
8/1/2024,19:25,7.6,0,0,7.6,15
8/1/2024,19:30,6.9,0,0,6.9,15
8/1/2024,19:35,6.5,0,0,6.5,15
8/1/2024,19:40,6.2,0,0,6.2,15
8/1/2024,19:45,6.1,0,0,6.1,15
8/1/2024,19:50,6.1,0,0,6.1,15
8/1/2024,19:55,6,0,0,6,15
8/1/2024,20:00,6.1,0,0,6.1,15
8/1/2024,20:05,7.1,0,0,7.1,15
8/1/2024,20:10,6.8,0,0,6.8,15
8/1/2024,20:15,6.8,0,0,6.8,15
8/1/2024,20:20,5,0,0,5,15
8/1/2024,20:25,0.5,0,0,0.5,15
8/1/2024,20:30,0.6,0,0,0.6,15
8/1/2024,20:35,1.3,0,0,1.3,15
8/1/2024,20:40,0.7,0,0,0.7,15
8/1/2024,20:45,0.5,0,0,0.5,15
8/1/2024,20:50,1.5,0,0,1.5,15
8/1/2024,20:55,1.2,0,0,1.2,15
8/1/2024,21:00,0.7,0,0,0.7,15
8/1/2024,21:05,1.1,0,0,1.1,15
8/1/2024,21:10,0.7,0,0,0.7,15
8/1/2024,21:15,0.5,0,0,0.5,15
8/1/2024,21:20,0.5,0,0,0.5,15
8/1/2024,21:25,0.5,0,0,0.5,15
8/1/2024,21:30,0.5,0,0,0.5,15
8/1/2024,21:35,0.8,0,0,0.8,15
8/1/2024,21:40,1.5,0,0,1.5,15
8/1/2024,21:45,0.8,0,0,0.8,15
8/1/2024,21:50,0.5,0,0,0.5,15
8/1/2024,21:55,0.4,0,0,0.4,15
8/1/2024,22:00,0.5,0,0,0.5,15
8/1/2024,22:05,0.9,0,0,0.9,15
8/1/2024,22:10,1.1,0,0,1.1,15
8/1/2024,22:15,0.6,0,0,0.6,15
8/1/2024,22:20,0.5,0,0,0.5,15
8/1/2024,22:25,1.3,0,0,1.3,15
8/1/2024,22:30,0.6,0,0,0.6,15
8/1/2024,22:35,0.3,0,0,0.3,15
8/1/2024,22:40,0.3,0,0,0.3,15
8/1/2024,22:45,0.3,0,0,0.3,15
8/1/2024,22:50,0.3,0,0,0.3,15
8/1/2024,22:55,0.3,0,0,0.3,15
8/1/2024,23:00,0.3,0,0,0.3,15
8/1/2024,23:05,0.3,0,0,0.3,15
8/1/2024,23:10,0.3,0,0,0.3,15
8/1/2024,23:15,0.3,0,0,0.3,15
8/1/2024,23:20,0.3,0,0,0.3,15
8/1/2024,23:25,0.3,0,0,0.3,15
8/1/2024,23:30,0.3,0,0,0.3,15
8/1/2024,23:35,0.3,0,0,0.3,15
8/1/2024,23:40,1,0,0,1,15
8/1/2024,23:45,0.9,0,0,0.9,15
8/1/2024,23:50,0.4,0,0,0.4,15
8/1/2024,23:55,0.4,0,0,0.4,15
8/10/2024,0:00,1.4,1.4,0,0,18
8/10/2024,0:05,0.7,0.7,0,0,18
8/10/2024,0:10,0.6,0.6,0,0,18
8/10/2024,0:15,0.6,0.6,0,0,18
8/10/2024,0:20,0.6,0.6,0,0,18
8/10/2024,0:25,0.7,0.7,0,0,18
8/10/2024,0:30,0.7,0.7,0,0,17
8/10/2024,0:35,1.2,1.2,0,0,17
8/10/2024,0:40,1.1,1.1,0,0,17
8/10/2024,0:45,0.6,0.6,0,0,16
8/10/2024,0:50,0.6,0.6,0,0,16
8/10/2024,0:55,0.6,0.6,0,0,16
8/10/2024,1:00,0.5,0.5,0,0,15
8/10/2024,1:05,1.1,1.1,0,0,15
8/10/2024,1:10,1.1,1.1,0,0,15
8/10/2024,1:15,1,1,0,0,15
8/10/2024,1:20,0.9,0.9,0,0,15
8/10/2024,1:25,0.5,0.5,0,0,15
8/10/2024,1:30,0.4,0.4,0,0,14
8/10/2024,1:35,0.4,0.4,0,0,14
8/10/2024,1:40,0.4,0.4,0,0,14
8/10/2024,1:45,0.4,0.4,0,0,14
8/10/2024,1:50,0.3,0.3,0,0,14
8/10/2024,1:55,1.2,1.2,0,0,14
8/10/2024,2:00,0.8,0.8,0,0,13
8/10/2024,2:05,0.4,0.4,0,0,13
8/10/2024,2:10,0.4,0.4,0,0,13
8/10/2024,2:15,0.4,0.4,0,0,13
8/10/2024,2:20,0.4,0.4,0,0,13
8/10/2024,2:25,0.4,0.4,0,0,13
8/10/2024,2:30,0.3,0.3,0,0,12
8/10/2024,2:35,0.4,0.4,0,0,12
8/10/2024,2:40,0.5,0.5,0,0,12
8/10/2024,2:45,0.4,0.4,0,0,12
8/10/2024,2:50,0.4,0.4,0,0,12
8/10/2024,2:55,0.4,0.4,0,0,12
8/10/2024,3:00,0.4,0.4,0,0,11
8/10/2024,3:05,0.4,0.4,0,0,11
8/10/2024,3:10,0.4,0.4,0,0,11
8/10/2024,3:15,0.3,0.3,0,0,11
8/10/2024,3:20,0.3,0.3,0,0,11
8/10/2024,3:25,0.9,0.9,0,0,11
8/10/2024,3:30,1,1,0,0,10
8/10/2024,3:35,0.5,0.5,0,0,10
8/10/2024,3:40,0.4,0.4,0,0,10
8/10/2024,3:45,0.4,0.4,0,0,10
8/10/2024,3:50,0.4,0.4,0,0,10
8/10/2024,3:55,0.4,0.2,0,0.2,10
8/10/2024,4:00,0.3,0,0,0.3,10
8/10/2024,4:05,0.4,0,0,0.4,10
8/10/2024,4:10,0.4,0,0,0.4,10
8/10/2024,4:15,0.4,0,0,0.4,9
8/10/2024,4:20,0.4,0,0,0.4,9
8/10/2024,4:25,0.4,0,0,0.4,9
8/10/2024,4:30,0.4,0,0,0.4,9
8/10/2024,4:35,0.4,0,0,0.4,9
8/10/2024,4:40,0.3,0,0,0.3,9
8/10/2024,4:45,1.1,0,0,1.1,9
8/10/2024,4:50,0.6,0,0,0.6,9
8/10/2024,4:55,0.4,0,0,0.4,9
8/10/2024,5:00,0.4,0,0,0.4,9
8/10/2024,5:05,0.4,0,0,0.4,9
8/10/2024,5:10,0.8,0,0,0.8,9
8/10/2024,5:15,1,0,0,1,9
8/10/2024,5:20,0.4,0,0,0.4,9
8/10/2024,5:25,0.3,0,0,0.3,9
8/10/2024,5:30,0.4,0,0,0.4,9
8/10/2024,5:35,0.4,0,0,0.4,9
8/10/2024,5:40,0.4,0,0,0.4,9
8/10/2024,5:45,0.4,0,0,0.4,9
8/10/2024,5:50,0.4,0,0,0.4,9
8/10/2024,5:55,0.4,0,0,0.4,9
8/10/2024,6:00,0.4,0,0,0.4,9
8/10/2024,6:05,0.3,0,0,0.3,9
8/10/2024,6:10,0.3,0,0,0.3,9
8/10/2024,6:15,0.4,0,0,0.4,9
8/10/2024,6:20,0.4,0,0,0.4,9
8/10/2024,6:25,0.4,0,0,0.4,9
8/10/2024,6:30,0.4,0,0,0.4,9
8/10/2024,6:35,0.4,0,0,0.4,9
8/10/2024,6:40,0.4,0,0,0.4,9
8/10/2024,6:45,0.4,0,0,0.4,9
8/10/2024,6:50,0.3,-0.1,0.1,0.4,9
8/10/2024,6:55,0.4,-0.1,0.1,0.4,9
8/10/2024,7:00,0.4,-0.1,0.1,0.4,9
8/10/2024,7:05,1.2,-0.2,0.2,1.2,9
8/10/2024,7:10,0.8,-0.2,0.2,0.8,9
8/10/2024,7:15,0.4,-0.2,0.2,0.4,9
8/10/2024,7:20,0.5,-0.3,0.2,0.5,9
8/10/2024,7:25,0.9,-0.3,0.3,0.9,9
8/10/2024,7:30,1.4,-0.3,0.3,1.4,10
8/10/2024,7:35,0.8,-0.3,0.3,0.8,10
8/10/2024,7:40,0.5,-0.3,0.3,0.6,10
8/10/2024,7:45,1.2,-0.4,0.4,1.2,10
8/10/2024,7:50,0.9,-1,1,0.9,10
8/10/2024,7:55,0.5,0,0.4,0.2,10
8/10/2024,8:00,0.5,0,0.6,0,10
8/10/2024,8:05,0.5,-0.6,1.1,0,10
8/10/2024,8:10,0.5,-0.9,1.4,0,10
8/10/2024,8:15,8.9,-0.2,1.7,7.4,10
8/10/2024,8:20,10.9,0,1.8,9.1,10
8/10/2024,8:25,10.3,0,2.1,8.2,10
8/10/2024,8:30,10.3,0,2.2,8.1,10
8/10/2024,8:35,10.6,0,2.3,8.3,10
8/10/2024,8:40,10.1,0,2.5,7.7,10
8/10/2024,8:45,9.9,0,2.6,7.4,10
8/10/2024,8:50,10.7,0,2.7,7.9,10
8/10/2024,8:55,12.7,0,2.8,9.9,10
8/10/2024,9:00,12.8,0,3,9.9,10
8/10/2024,9:05,11.7,0,3.1,8.6,10
8/10/2024,9:10,8.5,0,3.2,5.2,10
8/10/2024,9:15,9,0,3.3,5.6,10
8/10/2024,9:20,7.3,0,3.4,3.8,10
8/10/2024,9:25,7.4,0,3.6,3.8,10
8/10/2024,9:30,7.4,0,3.7,3.6,10
8/10/2024,9:35,8,0,3.8,4.2,10
8/10/2024,9:40,7.8,0,3.9,3.9,10
8/10/2024,9:45,7.2,0,3.9,3.2,10
8/10/2024,9:50,7.9,0,3.6,4.3,10
8/10/2024,9:55,7.3,0,4,3.3,10
8/10/2024,10:00,7,0,4,3.1,10
8/10/2024,10:05,7.1,0,4.1,3,10
8/10/2024,10:10,7.1,0,4.4,2.7,10
8/10/2024,10:15,7.2,0,4.7,2.5,10
8/10/2024,10:20,7.2,0,4.8,2.4,10
8/10/2024,10:25,7.2,0,4.9,2.3,10
8/10/2024,10:30,7.3,0,4.6,2.7,10
8/10/2024,10:35,8,0,4.5,3.6,10
8/10/2024,10:40,7.7,0,5.2,2.6,10
8/10/2024,10:45,7.7,0,4.3,3.4,10
8/10/2024,10:50,7.2,0,4.2,3,10
8/10/2024,10:55,7.8,0,5.1,2.6,10
8/10/2024,11:00,7.9,0,5.2,2.7,10
8/10/2024,11:05,7.7,0,5.2,2.4,10
8/10/2024,11:10,7.5,0,4.6,2.8,10
8/10/2024,11:15,7.1,0,5.1,2,10
8/10/2024,11:20,7.2,0,5.4,1.8,10
8/10/2024,11:25,8,0,4.3,3.7,10
8/10/2024,11:30,7.8,0,5.4,2.4,10
8/10/2024,11:35,7.5,0,5.6,1.9,10
8/10/2024,11:40,8,0,5.3,2.6,10
8/10/2024,11:45,7.8,0,5,2.8,10
8/10/2024,11:50,7.3,0,5.5,1.9,10
8/10/2024,11:55,7.4,0,5.7,1.8,10
8/10/2024,12:00,7.1,0,5,2.1,10
8/10/2024,12:05,7.1,0,5.8,1.3,10
8/10/2024,12:10,8,0,5.8,2.2,10
8/10/2024,12:15,7.7,0,5.3,2.3,10
8/10/2024,12:20,7.6,0,4.9,2.7,10
8/10/2024,12:25,7.5,0,4.5,3,10
8/10/2024,12:30,7.1,0,5.7,1.4,10
8/10/2024,12:35,7,0,4.4,2.6,10
8/10/2024,12:40,6.9,0,3.5,3.4,10
8/10/2024,12:45,7.8,0,4.8,3,10
8/10/2024,12:50,7.5,0,4.8,2.7,10
8/10/2024,12:55,7.7,0,5.7,1.9,10
8/10/2024,13:00,7.7,0,5.7,2,10
8/10/2024,13:05,7,0,4.5,2.5,10
8/10/2024,13:10,8.2,0,5,3.2,10
8/10/2024,13:15,8.7,0,5.3,3.4,10
8/10/2024,13:20,8,0,5.5,2.6,10
8/10/2024,13:25,7.8,0,3.1,4.7,10
8/10/2024,13:30,7.2,0,2.7,4.6,10
8/10/2024,13:35,8,0,5.7,2.3,10
8/10/2024,13:40,7.8,0,4.9,2.9,10
8/10/2024,13:45,7.8,0,5.1,2.7,10
8/10/2024,13:50,7.9,0,5.6,2.4,10
8/10/2024,13:55,7.6,0,3.7,3.9,10
8/10/2024,14:00,8.1,0,4.3,3.9,11
8/10/2024,14:05,6.2,-0.9,4.7,2.3,11
8/10/2024,14:10,1.7,-3.2,4.9,0,11
8/10/2024,14:15,2.6,-2.6,5.2,0,13
8/10/2024,14:20,2.4,-2.9,5.3,0,13
8/10/2024,14:25,2.9,-2.3,5.2,0,13
8/10/2024,14:30,2.2,-3,5.2,0,16
8/10/2024,14:35,1.8,-1.8,3.7,0,16
8/10/2024,14:40,1.5,-2.8,4.3,0,16
8/10/2024,14:45,1.4,-3.8,5.3,0,18
8/10/2024,14:50,1.7,-3.3,5,0,18
8/10/2024,14:55,2.3,-2.6,4.9,0,18
8/10/2024,15:00,3.3,-1.4,4.7,0,18
8/10/2024,15:05,6.4,1.6,4.8,0,18
8/10/2024,15:10,6.1,2,4.1,0,18
8/10/2024,15:15,5.8,1.1,4.7,0,19
8/10/2024,15:20,2.2,-2.4,4.6,0,19
8/10/2024,15:25,1.7,-2.8,4.5,0,19
8/10/2024,15:30,1.8,-2.6,4.4,0,20
8/10/2024,15:35,2.5,-1.7,4.2,0,20
8/10/2024,15:40,2.5,-1.8,4.3,0,20
8/10/2024,15:45,2.4,-1.8,4.2,0,22
8/10/2024,15:50,2.4,-1,3.5,0,22
8/10/2024,15:55,2.6,-1.5,4.1,0,22
8/10/2024,16:00,2.9,-0.9,3.9,0,22
8/10/2024,16:05,2.4,-0.8,3.2,0,22
8/10/2024,16:10,2.1,-0.9,3,0,22
8/10/2024,16:15,1.7,-1.5,3.1,0,23
8/10/2024,16:20,1.4,0.5,0.9,0,23
8/10/2024,16:25,1.9,-0.2,2.1,0,23
8/10/2024,16:30,2.2,-0.9,3.1,0,23
8/10/2024,16:35,2.2,-0.9,3.1,0,23
8/10/2024,16:40,2.2,-0.8,2.9,0,23
8/10/2024,16:45,2.2,-0.7,2.8,0,24
8/10/2024,16:50,2.1,-0.7,2.7,0,24
8/10/2024,16:55,2,-0.6,2.6,0,24
8/10/2024,17:00,1.5,-0.8,2.3,0,24
8/10/2024,17:05,1.4,-0.2,1.7,0,24
8/10/2024,17:10,1.9,0.2,1.7,0,24
8/10/2024,17:15,2.5,0.8,1.7,0,24
8/10/2024,17:20,2.3,0.6,1.7,0,24
8/10/2024,17:25,1.4,-0.2,1.6,0,24
8/10/2024,17:30,1.4,-0.2,1.6,0,23
8/10/2024,17:35,2.2,1.1,1.1,0,23
8/10/2024,17:40,1.9,1.1,0.8,0,23
8/10/2024,17:45,1.9,0.7,1.2,0,22
8/10/2024,17:50,1.6,0.3,1.2,0,22
8/10/2024,17:55,1.9,0.6,1.3,0,22
8/10/2024,18:00,1.2,0.2,1.1,0,22
8/10/2024,18:05,0.6,-0.1,0.7,0,22
8/10/2024,18:10,0.6,0.1,0.4,0,22
8/10/2024,18:15,0.6,0.3,0.2,0,22
8/10/2024,18:20,0.6,0.2,0.3,0,22
8/10/2024,18:25,0.6,0.4,0.2,0,22
8/10/2024,18:30,1,0.8,0.2,0,21
8/10/2024,18:35,1.3,1.2,0.1,0,21
8/10/2024,18:40,1,0.9,0,0,21
8/10/2024,18:45,0.6,0.5,0,0,20
8/10/2024,18:50,1.4,1.4,0,0,20
8/10/2024,18:55,1.1,1,0,0,20
8/10/2024,19:00,1.1,1,0,0,19
8/10/2024,19:05,0.6,0.6,0,0,19
8/10/2024,19:10,0.9,0.9,0,0,19
8/10/2024,19:15,1.1,1.1,0,0,18
8/10/2024,19:20,1.3,1.3,0,0,18
8/10/2024,19:25,1,1,0,0,18
8/10/2024,19:30,0.6,0.6,0,0,18
8/10/2024,19:35,0.6,0.6,0,0,18
8/10/2024,19:40,1,1,0,0,18
8/10/2024,19:45,1.2,1.2,0,0,17
8/10/2024,19:50,1,1,0,0,17
8/10/2024,19:55,0.5,0.5,0,0,17
8/10/2024,20:00,0.6,0.6,0,0,16
8/10/2024,20:05,1.2,1.2,0,0,16
8/10/2024,20:10,1.2,1.2,0,0,16
8/10/2024,20:15,1.2,1.2,0,0,15
